model,spec,n_features,pos_weight,threshold_validation_f1,validation_f1_at_threshold,val_pr_auc_raw,val_pr_auc_cal,val_roc_auc_raw,val_brier_raw,val_brier_cal,test_pr_auc_raw,test_pr_auc_cal,test_roc_auc_raw,test_brier_raw,test_brier_cal,test_precision_at_val_threshold_raw,test_recall_at_val_threshold_raw,test_f1_at_val_threshold_raw,test_precision_at_val_threshold_cal,test_recall_at_val_threshold_cal,test_f1_at_val_threshold_cal
HGB,full,114,412.6885245901639,0.42857142857142855,0.7387033398816225,0.782615739168312,0.7750030072201383,0.9991755254557605,0.007084452258334823,0.0009337914514028456,0.7509803724376299,0.734170666234966,0.9989584668153488,0.005875627570274049,0.0010542620092200581,0.2091424144109244,0.9833788706739527,0.3449267260312263,0.7017625231910947,0.6889799635701275,0.6953125
HGB,no_coordinates,112,412.6885245901639,0.265625,0.43286283025646893,0.3421219544795421,0.3380569565055583,0.9857449076106075,0.02619843038791307,0.0018384807069194303,0.2946316679656886,0.28206244211710485,0.9735347169894659,0.02157353393585941,0.001960361260845736,0.03134987435653468,0.8777322404371585,0.06053753562763527,0.4834360554699538,0.2857468123861566,0.35918717801946193
HGB,reduced,63,412.6885245901639,0.3244444444444444,0.42428900845454237,0.3304535830288211,0.3265641548424146,0.9838627738824847,0.0271706644410319,0.0018525694264975763,0.2934576654338166,0.2793440670035156,0.973826054741171,0.023386625185445112,0.0019624155623756035,0.03655440689581946,0.8622495446265938,0.07013547425248401,0.4616216216216216,0.2916666666666667,0.35747174550020927
