lon,lat,year,detections,mean_volume,mean_temp,mean_dtc_freq,mean_clr_obs,detections_total,first_year,last_year
47.29773,32.453836,2016,1,0.01324651,1816.84,63.9896,386,5,2012,2016
47.312949,30.496803,2012,1,0.346427041,1729.95,98.7578,322,5,2012,2016
47.312949,30.496803,2013,1,0.31901721,1729.95,96.01,401,5,2012,2016
47.312949,30.496803,2014,1,0.353098978,1729.95,98.9333,375,5,2012,2016
47.312949,30.496803,2015,1,0.381891336,1729.95,99.7409,386,5,2012,2016
47.312949,30.496803,2016,1,0.460489864,1729.95,100,391,5,2012,2016
47.31436,30.568219,2012,1,0.25399327,1642.36,98.1073,317,5,2012,2016
47.31436,30.568219,2013,1,0.295068097,1642.36,97.0223,403,5,2012,2016
47.31436,30.568219,2014,1,0.355238812,1642.36,97.8552,373,5,2012,2016
47.31436,30.568219,2015,1,0.39558451,1642.36,99.4667,375,5,2012,2016
47.31436,30.568219,2016,1,0.2702064,1642.36,99.2386,394,5,2012,2016
47.317697,31.065256,2014,1,0.001238529,1516.8,4.33526,346,2,2014,2015
47.317697,31.065256,2015,1,0.00359134,1516.8,10.8108,296,2,2014,2015
47.326745,30.610053,2012,1,0.388111237,1654.72,98.7842,329,5,2012,2016
47.326745,30.610053,2013,1,0.43011538,1654.72,95.3431,408,5,2012,2016
47.326745,30.610053,2014,1,0.334782706,1654.72,98.9101,367,5,2012,2016
47.326745,30.610053,2015,1,0.426889485,1654.72,100,379,5,2012,2016
47.326745,30.610053,2016,1,0.617965774,1654.72,100,404,5,2012,2016
47.327,30.763569,2012,1,0.425386611,1626.83,97.2,250,5,2012,2016
47.327,30.763569,2013,1,0.423202748,1626.83,98.4496,387,5,2012,2016
47.327,30.763569,2014,1,0.349165676,1626.83,99.4475,362,5,2012,2016
47.327,30.763569,2015,1,0.353806386,1626.83,98.7616,323,5,2012,2016
47.327,30.763569,2016,1,0.485481008,1626.83,98.6413,368,5,2012,2016
47.329193,30.561355,2012,1,0.202727375,1519.67,98.1191,319,5,2012,2016
47.329193,30.561355,2013,1,0.152118107,1519.67,98.7593,403,5,2012,2016
47.329193,30.561355,2014,1,0.156030274,1519.67,99.1935,372,5,2012,2016
47.329193,30.561355,2015,1,0.176000588,1519.67,100,372,5,2012,2016
47.329193,30.561355,2016,1,0.185021645,1519.67,100,395,5,2012,2016
47.32953,30.687289,2012,1,0.415764698,1639.62,98.1043,211,5,2012,2016
47.32953,30.687289,2013,1,0.347351661,1639.62,94.7761,402,5,2012,2016
47.32953,30.687289,2014,1,0.298173645,1639.62,98.0926,367,5,2012,2016
47.32953,30.687289,2015,1,0.3671121,1639.62,98.0501,359,5,2012,2016
47.32953,30.687289,2016,1,0.459201267,1639.62,98.961,385,5,2012,2016
47.329625,30.82631,2012,1,0.414388042,1699.86,97.4227,194,5,2012,2016
47.329625,30.82631,2013,1,0.469184223,1699.86,99.1826,367,5,2012,2016
47.329625,30.82631,2014,1,0.417123742,1699.86,99.7151,351,5,2012,2016
47.329625,30.82631,2015,1,0.395346751,1699.86,99.3711,318,5,2012,2016
47.329625,30.82631,2016,1,0.345217698,1699.86,100,336,5,2012,2016
47.331895,30.882338,2012,1,0.456894122,1642.65,97.8814,236,5,2012,2016
47.331895,30.882338,2013,1,0.528580018,1642.65,98.3957,374,5,2012,2016
47.331895,30.882338,2014,1,0.469879889,1642.65,99.1549,355,5,2012,2016
47.331895,30.882338,2015,1,0.437855766,1642.65,96.3855,332,5,2012,2016
47.331895,30.882338,2016,1,0.390685495,1642.65,99.7143,350,5,2012,2016
47.334762,30.40192,2012,1,0.138752512,1640.64,97.8261,322,5,2012,2016
47.334762,30.40192,2013,1,0.148395853,1640.64,95.9288,393,5,2012,2016
47.334762,30.40192,2014,1,0.133826198,1640.64,96.4865,370,5,2012,2016
47.334762,30.40192,2015,1,0.137868986,1640.64,99.4681,376,5,2012,2016
47.334762,30.40192,2016,1,0.14533228,1640.64,98.9796,392,5,2012,2016
47.337547,30.65005,2012,1,0.000996593,1528,5.55556,324,3,2012,2015
47.337547,30.65005,2013,1,0.00097484,1528,5.39216,408,3,2012,2015
47.337547,30.65005,2015,1,0.001107539,1528,6.20155,387,3,2012,2015
47.3381,30.357658,2012,1,0.39988766,1637.14,99.0712,323,5,2012,2016
47.3381,30.357658,2013,1,0.420974855,1637.14,98.481,395,5,2012,2016
47.3381,30.357658,2014,1,0.328392558,1637.14,97.5871,373,5,2012,2016
47.3381,30.357658,2015,1,0.38515539,1637.14,99.4764,382,5,2012,2016
47.3381,30.357658,2016,1,0.297404596,1637.14,100,397,5,2012,2016
47.348702,30.31444,2012,1,0.087307563,1642.07,97.4603,315,5,2012,2016
47.348702,30.31444,2013,1,0.09917821,1642.07,97.6923,390,5,2012,2016
47.348702,30.31444,2014,1,0.116885407,1642.07,96.4384,365,5,2012,2016
47.348702,30.31444,2015,1,0.125991295,1642.07,98.6737,377,5,2012,2016
47.348702,30.31444,2016,1,0.126503211,1642.07,99.4885,391,5,2012,2016
47.361021,30.278613,2012,1,0.496858231,1606.4,98.7654,324,5,2012,2016
47.361021,30.278613,2013,1,0.478600665,1606.4,98.7437,398,5,2012,2016
47.361021,30.278613,2014,1,0.412732533,1606.4,97.561,369,5,2012,2016
47.361021,30.278613,2015,1,0.269955138,1606.4,99.7361,379,5,2012,2016
47.361021,30.278613,2016,1,0.263267644,1606.4,100,388,5,2012,2016
47.368066,30.636162,2012,1,0.001158046,1513.71,6.13497,326,3,2012,2015
47.368066,30.636162,2013,1,0.000612392,1513.71,3.46535,404,3,2012,2015
47.368066,30.636162,2015,1,0.002519013,1513.71,5.44041,386,3,2012,2015
47.393822,30.212464,2012,1,0.416924141,1612.14,98.7342,316,5,2012,2016
47.393822,30.212464,2013,1,0.38315058,1612.14,97.6923,390,5,2012,2016
47.393822,30.212464,2014,1,0.518244827,1612.14,97.561,369,5,2012,2016
47.393822,30.212464,2015,1,0.410566282,1612.14,99.729,369,5,2012,2016
47.393822,30.212464,2016,1,0.349823183,1612.14,100,385,5,2012,2016
47.405409,32.368823,2012,1,0.085626223,1643.87,98.8889,270,5,2012,2016
47.405409,32.368823,2013,1,0.074041475,1643.87,100,385,5,2012,2016
47.405409,32.368823,2014,1,0.073379271,1643.87,98.9247,372,5,2012,2016
47.405409,32.368823,2015,1,0.090552244,1643.87,97.5676,370,5,2012,2016
47.405409,32.368823,2016,1,0.080942659,1643.87,100,383,5,2012,2016
47.406286,32.120627,2012,1,0.135176142,1714.22,96.9283,293,5,2012,2016
47.406286,32.120627,2013,1,0.161736791,1714.22,99.4898,392,5,2012,2016
47.406286,32.120627,2014,1,0.156117746,1714.22,98.8981,363,5,2012,2016
47.406286,32.120627,2015,1,0.159802135,1714.22,99.0881,329,5,2012,2016
47.406286,32.120627,2016,1,0.209527878,1714.22,100,329,5,2012,2016
47.413783,30.166491,2012,1,0.447906233,1609.79,98.3923,311,5,2012,2016
47.413783,30.166491,2013,1,0.280696575,1609.79,97.1129,381,5,2012,2016
47.413783,30.166491,2014,1,0.257043634,1609.79,97.5342,365,5,2012,2016
47.413783,30.166491,2015,1,0.176729717,1609.79,100,363,5,2012,2016
47.413783,30.166491,2016,1,0.209694603,1609.79,100,384,5,2012,2016
47.426968,32.095181,2012,1,0.07992,1652.06,96.3801,221,5,2012,2016
47.426968,32.095181,2013,1,0.099739439,1652.06,97.1722,389,5,2012,2016
47.426968,32.095181,2014,1,0.094400129,1652.06,94.8571,350,5,2012,2016
47.426968,32.095181,2015,1,0.082870857,1652.06,98.1481,324,5,2012,2016
47.426968,32.095181,2016,1,0.0553034,1652.06,98.0978,368,5,2012,2016
47.430574,31.913885,2012,1,0.00953453,1678.6,31.8182,286,5,2012,2016
47.430574,31.913885,2013,1,0.007838396,1678.6,21.7172,396,5,2012,2016
47.430574,31.913885,2014,1,0.00957169,1678.6,27.4406,379,5,2012,2016
47.430574,31.913885,2015,1,0.008115987,1678.6,23.4211,380,5,2012,2016
47.430574,31.913885,2016,1,0.014737613,1678.6,40.5195,385,5,2012,2016
47.436103,31.675865,2012,1,0.428794495,1669.47,98.4848,264,5,2012,2016
47.436103,31.675865,2013,1,0.493156818,1669.47,98.6842,380,5,2012,2016
47.436103,31.675865,2014,1,0.537732284,1669.47,100,348,5,2012,2016
47.436103,31.675865,2015,1,0.543614625,1669.47,99.7033,337,5,2012,2016
47.436103,31.675865,2016,1,0.56391516,1669.47,98.6523,371,5,2012,2016
47.443338,30.109331,2012,1,0.001285632,1676.15,7.52351,319,4,2012,2016
47.443338,30.109331,2014,1,0.101198283,1676.15,71.5818,373,4,2012,2016
47.443338,30.109331,2015,1,0.132059441,1676.15,99.7207,358,4,2012,2016
47.443338,30.109331,2016,1,0.091309845,1676.15,98.9333,375,4,2012,2016
47.443667,30.425163,2012,1,0.141485863,1711.92,84.9057,318,5,2012,2016
47.443667,30.425163,2013,1,0.112021615,1711.92,71.5013,393,5,2012,2016
47.443667,30.425163,2014,1,0.128826501,1711.92,66.1247,369,5,2012,2016
47.443667,30.425163,2015,1,0.169812682,1711.92,83.2,375,5,2012,2016
47.443667,30.425163,2016,1,0.126070548,1711.92,98.1959,388,5,2012,2016
47.446236,32.060303,2012,1,0.12821772,1678.11,96.0699,229,5,2012,2016
47.446236,32.060303,2013,1,0.13572563,1678.11,97.7273,396,5,2012,2016
47.446236,32.060303,2014,1,0.117030705,1678.11,94.4444,360,5,2012,2016
47.446236,32.060303,2015,1,0.105005367,1678.11,96.5714,350,5,2012,2016
47.446236,32.060303,2016,1,0.066299621,1678.11,99.2126,381,5,2012,2016
47.510911,31.656603,2012,1,0.002730627,1730.29,10.4418,249,5,2012,2016
47.510911,31.656603,2013,1,0.002694338,1730.29,8.31099,373,5,2012,2016
47.510911,31.656603,2014,1,0.181818646,1730.29,52.7066,351,5,2012,2016
47.510911,31.656603,2015,1,0.299870248,1730.29,98.4127,315,5,2012,2016
47.510911,31.656603,2016,1,0.216838243,1730.29,99.1525,354,5,2012,2016
47.520416,32.178291,2012,1,0.05373096,1655.75,93.19,279,5,2012,2016
47.520416,32.178291,2013,1,0.100123083,1655.75,98.481,395,5,2012,2016
47.520416,32.178291,2014,1,0.100963166,1655.75,96.6759,361,5,2012,2016
47.520416,32.178291,2015,1,0.090306853,1655.75,97.6127,377,5,2012,2016
47.520416,32.178291,2016,1,0.108294078,1655.75,100,375,5,2012,2016
47.550182,32.108272,2012,1,0.04739306,1657.84,95.7597,283,5,2012,2016
47.550182,32.108272,2013,1,0.063269217,1657.84,97.7099,393,5,2012,2016
47.550182,32.108272,2014,1,0.090582771,1657.84,97.2067,358,5,2012,2016
47.550182,32.108272,2015,1,0.098312003,1657.84,96.0317,378,5,2012,2016
47.550182,32.108272,2016,1,0.158779183,1657.84,99.7361,379,5,2012,2016
47.598533,30.530429,2012,1,0.322762653,1706.86,99.0132,304,5,2012,2016
47.598533,30.530429,2013,1,0.32219614,1706.86,98.4211,380,5,2012,2016
47.598533,30.530429,2014,1,0.171817198,1706.86,98.645,369,5,2012,2016
47.598533,30.530429,2015,1,0.161068717,1706.86,98.6301,365,5,2012,2016
47.598533,30.530429,2016,1,0.171567111,1706.86,99.7275,367,5,2012,2016
47.603032,31.117709,2013,1,0.005075427,1503.85,4.54545,374,3,2013,2015
47.603032,31.117709,2014,1,0.002442123,1503.85,9.80392,357,3,2013,2015
47.603032,31.117709,2015,1,0.003197863,1503.85,14.8368,337,3,2013,2015
47.607343,30.487245,2012,1,0.169313681,1684.59,98.6441,295,5,2012,2016
47.607343,30.487245,2013,1,0.233582662,1684.59,99.4764,382,5,2012,2016
47.607343,30.487245,2014,1,0.252364472,1684.59,97.5207,363,5,2012,2016
47.607343,30.487245,2015,1,0.264175826,1684.59,100,368,5,2012,2016
47.607343,30.487245,2016,1,0.255568646,1684.59,100,379,5,2012,2016
47.607568,30.460079,2012,1,0.009285234,1597.19,19.7452,314,4,2012,2015
47.607568,30.460079,2013,1,0.001605835,1597.19,7.5718,383,4,2012,2015
47.607568,30.460079,2014,1,0.001462883,1597.19,4.0107,374,4,2012,2015
47.607568,30.460079,2015,1,0.001600593,1597.19,6.469,371,4,2012,2015
47.60812,30.419384,2012,1,0.220956469,1722.92,98.9831,295,5,2012,2016
47.60812,30.419384,2013,1,0.250271603,1722.92,100,375,5,2012,2016
47.60812,30.419384,2014,1,0.233403315,1722.92,99.723,361,5,2012,2016
47.60812,30.419384,2015,1,0.25218219,1722.92,100,365,5,2012,2016
47.60812,30.419384,2016,1,0.272576067,1722.92,100,384,5,2012,2016
47.620093,31.066192,2012,1,0.032189967,1642.36,16.3424,257,5,2012,2016
47.620093,31.066192,2013,1,0.06578565,1642.36,20.3704,378,5,2012,2016
47.620093,31.066192,2014,1,0.40643925,1642.36,98.4756,328,5,2012,2016
47.620093,31.066192,2015,1,0.449855272,1642.36,99.6416,279,5,2012,2016
47.620093,31.066192,2016,1,0.279356317,1642.36,98.3165,297,5,2012,2016
47.622938,30.452143,2012,1,0.001436081,1663.79,5.60748,321,2,2012,2013
47.622938,30.452143,2013,1,0.0012354,1663.79,4.45026,382,2,2012,2013
47.626818,31.082454,2012,1,0.001692579,1638.5,7.53769,199,5,2012,2016
47.626818,31.082454,2013,1,0.135572995,1638.5,26.1111,360,5,2012,2016
47.626818,31.082454,2014,1,0.771041669,1638.5,96.0894,358,5,2012,2016
47.626818,31.082454,2015,1,0.70232336,1638.5,93.7313,335,5,2012,2016
47.626818,31.082454,2016,1,0.527605499,1638.5,100,315,5,2012,2016
47.638937,30.367387,2012,1,0.155652795,1664.88,99.3151,292,5,2012,2016
47.638937,30.367387,2013,1,0.269996819,1664.88,99.2021,376,5,2012,2016
47.638937,30.367387,2014,1,0.248274719,1664.88,98.8889,360,5,2012,2016
47.638937,30.367387,2015,1,0.138962973,1664.88,99.4505,364,5,2012,2016
47.638937,30.367387,2016,1,0.08511871,1664.88,100,378,5,2012,2016
47.657925,30.343291,2012,1,0.023975384,1720.53,71.4765,298,5,2012,2016
47.657925,30.343291,2013,1,0.022654704,1720.53,77.6623,385,5,2012,2016
47.657925,30.343291,2014,1,0.026674098,1720.53,88.3469,369,5,2012,2016
47.657925,30.343291,2015,1,0.023851132,1720.53,80.5479,365,5,2012,2016
47.657925,30.343291,2016,1,0.037633775,1720.53,88.9764,381,5,2012,2016
47.664686,30.752101,2012,1,0.242323985,1706.57,97.9592,294,5,2012,2016
47.664686,30.752101,2013,1,0.1650528,1706.57,100,379,5,2012,2016
47.664686,30.752101,2014,1,0.204582778,1706.57,99.7214,359,5,2012,2016
47.664686,30.752101,2015,1,0.296741218,1706.57,100,339,5,2012,2016
47.664686,30.752101,2016,1,0.541671456,1706.57,100,359,5,2012,2016
47.668298,30.455334,2012,1,0.148299868,1681.54,96.9388,294,5,2012,2016
47.668298,30.455334,2013,1,0.159987939,1681.54,92.1053,380,5,2012,2016
47.668298,30.455334,2014,1,0.069024167,1681.54,95.3039,362,5,2012,2016
47.668298,30.455334,2015,1,0.064787648,1681.54,95.1482,371,5,2012,2016
47.668298,30.455334,2016,1,0.119075141,1681.54,96.3446,383,5,2012,2016
47.674991,30.424202,2012,1,0.015601589,1548.7,77.2277,303,5,2012,2016
47.674991,30.424202,2013,1,0.007637533,1548.7,44.4156,385,5,2012,2016
47.674991,30.424202,2014,1,0.000507361,1548.7,3.28767,365,5,2012,2016
47.674991,30.424202,2015,1,0.000946458,1548.7,3.92157,357,5,2012,2016
47.674991,30.424202,2016,1,0.00324606,1548.7,15.6812,389,5,2012,2016
47.689522,30.582053,2012,1,0.009845378,1845.34,50,308,2,2012,2013
47.689522,30.582053,2013,1,0.001408929,1845.34,8,375,2,2012,2013
47.716502,30.267117,2012,1,0.227116196,1671.07,97.2881,295,5,2012,2016
47.716502,30.267117,2013,1,0.231149885,1671.07,98.1771,384,5,2012,2016
47.716502,30.267117,2014,1,0.132801778,1671.07,97.3262,374,5,2012,2016
47.716502,30.267117,2015,1,0.157914737,1671.07,99.1758,364,5,2012,2016
47.716502,30.267117,2016,1,0.169069464,1671.07,100,373,5,2012,2016
47.737868,30.295681,2012,1,0.002239461,1829.71,16.1905,315,4,2012,2015
47.737868,30.295681,2013,1,0.000568562,1829.71,3.36788,386,4,2012,2015
47.737868,30.295681,2014,1,0.001720485,1829.71,7.97872,376,4,2012,2015
47.737868,30.295681,2015,1,0.0011828,1829.71,6.23306,369,4,2012,2015
47.741854,30.27282,2012,1,0.065164247,1669.36,97.3422,301,5,2012,2016
47.741854,30.27282,2013,1,0.07581058,1669.36,97.9434,389,5,2012,2016
47.741854,30.27282,2014,1,0.077065127,1669.36,84.8,375,5,2012,2016
47.741854,30.27282,2015,1,0.124702405,1669.36,85.1648,364,5,2012,2016
47.741854,30.27282,2016,1,0.108741417,1669.36,74.9347,383,5,2012,2016
47.75431,30.118668,2012,1,0.075941201,1715.1,94.2424,330,5,2012,2016
47.75431,30.118668,2013,1,0.055417877,1715.1,94.321,405,5,2012,2016
47.75431,30.118668,2014,1,0.030419394,1715.1,52.3438,384,5,2012,2016
47.75431,30.118668,2015,1,0.04946186,1715.1,95.9893,374,5,2012,2016
47.75431,30.118668,2016,1,0.037644635,1715.1,96.9231,390,5,2012,2016
48.021101,30.928938,2015,1,0.025171783,1726.59,18.7668,373,2,2015,2016
48.021101,30.928938,2016,1,0.113296416,1726.59,98.153,379,2,2015,2016
