date,year,month,mean_risk,p95_risk,p99_risk,active_share,strict_active_share,n_grids,value,observed,seasonal,trend,remainder,deseasoned,deseasoned_ma3
2023-10-01,2023,10,0.00271433407999233,0,0.011014948859166,0.00281355260550822,0.00673667525262532,50470,0,0,-1.93553065251553e-05,1.4359471036888e-05,4.99583548826726e-06,1.93553065251553e-05,1.93553065251553e-05
2023-11-01,2023,11,0.00261166326767418,0,0.00666222518321119,0.00269467010105013,0.00641965524073707,50470,0,0,-1.75127565449745e-05,1.15119960801388e-05,6.00076046483575e-06,1.75127565449745e-05,1.77600955287884e-05
2023-12-01,2023,12,0.00244305812815036,0,0.00583657587548638,0.00271448385179314,0.00542896770358629,50470,0,0,-1.64122235162355e-05,6.96201690236437e-06,9.45020661387108e-06,1.64122235162355e-05,6.62877156410554e-06
2024-01-01,2024,1,0.00247352606742862,0,0.00666222518321119,0.00261541509807807,0.00588468397067565,50470,0,0,1.40386653688934e-05,2.41203772458994e-06,-1.64507030934834e-05,-1.40386653688934e-05,-4.8730144833018e-06
2024-02-01,2024,2,0.00247006190430946,0,0.00666222518321119,0.00263522884882108,0.00610263522884882,50470,0,0,1.69926015972474e-05,1.32944441107115e-07,-1.71255460383546e-05,-1.69926015972474e-05,-1.69926015972474e-05
2024-03-01,2024,3,0.00250050085807128,0,0.00666222518321119,0.00267485635030711,0.00630077273627898,50470,0,0,1.99465378256015e-05,-2.14614884237571e-06,-1.78003889832258e-05,-1.99465378256015e-05,-1.10811414493274e-05
2024-04-01,2024,4,0.00262613094967249,0,0.00666222518321119,0.00275411135327918,0.00667723400039627,50470,0,0,-3.69571507486662e-06,-3.58702332401401e-07,4.05441740726802e-06,3.69571507486662e-06,-1.32838233697907e-05
2024-05-01,2024,5,0.00280768719910022,0,0.011014948859166,0.00295224886070933,0.0070933227659996,50470,0,0,2.36006473586372e-05,1.42874417757291e-06,-2.50293915362101e-05,-2.36006473586372e-05,-2.3502555344304e-05
2024-06-01,2024,6,0.00207418282524836,0,0.00666222518321119,0.00223895383396077,0.00562710521101645,50470,0,0,5.06027337491415e-05,3.11512373264624e-06,-5.37178574817877e-05,-5.06027337491415e-05,-1.66437083455189e-05
2024-07-01,2024,7,0.00269885903859572,0,0.011014948859166,0.00285318010699425,0.00711313651674262,50470,0,0,-2.4272256071222e-05,4.80150328771956e-06,1.94707527835024e-05,2.4272256071222e-05,-1.19847379654684e-06
2024-08-01,2024,8,0.00229505753363849,0,0.00583657587548638,0.00247671884287696,0.00562710521101645,50470,0,0,-2.2735056288279e-05,6.88531295602322e-06,1.58497433322558e-05,2.2735056288279e-05,2.2735056288279e-05
2024-09-01,2024,9,0.00242369132379872,0,0.00666222518321119,0.00251634634436299,0.00576580146621756,50470,0,0,-2.1197856505336e-05,8.96912262432687e-06,1.22287338810092e-05,2.1197856505336e-05,2.10960731062568e-05
2024-10-01,2024,10,0.00249974905698564,0,0.00609252716087915,0.00271448385179314,0.00570636021398851,50470,0,0,-1.93553065251553e-05,1.15444707349327e-05,7.81083579022262e-06,1.93553065251553e-05,1.93553065251553e-05
2024-11-01,2024,11,0.00243498678741301,0,0.00666222518321119,0.002536160095106,0.00546859520507232,50470,0,0,-1.75127565449745e-05,1.41198188455385e-05,3.39293769943607e-06,1.75127565449745e-05,1.77600955287884e-05
2024-12-01,2024,12,0.00216426791118845,0,0.00429799426934097,0.00241727759064791,0.00477511392906677,50470,0,0,-1.64122235162355e-05,1.69837527238787e-05,-5.71529207643289e-07,1.64122235162355e-05,
